FID,lon,lat,vege,score,Landscape_,Climate_Fl,Terr_Resil,Resilience
2383,-61.25,54.417,Boreal,14,-9999,-9999,-9999,-9999
2384,-61.117,54.383,Boreal,19,-9999,-9999,-9999,-9999
2385,-61.15,54.367,Boreal,21,-9999,-9999,-9999,-9999
2386,-61.133,54.3,Boreal,19,-9999,-9999,-9999,-9999
2387,-60.883,54.3,Forest-Tundra,21,-9999,-9999,-9999,-9999
2388,-60.15,54.717,Forest-Tundra,21,-9999,-9999,-9999,-9999
2389,-60.233,53.717,Forest-Tundra,21,-9999,-9999,-9999,-9999
2390,-60.317,53.683,Forest-Tundra,16,-9999,-9999,-9999,-9999
2391,-60.683,53.633,Forest-Tundra,21,-9999,-9999,-9999,-9999
2392,-60.75,53.617,Forest-Tundra,21,-9999,-9999,-9999,-9999
2393,-60.9,53.617,Forest-Tundra,16,-9999,-9999,-9999,-9999
2394,-60.617,53.6,Forest-Tundra,16,-9999,-9999,-9999,-9999
2395,-56.283,52.55,Boreal,16,-9999,-9999,-9999,-9999
2396,-56.533,52.45,Boreal,21,-9999,-9999,-9999,-9999
2397,-56.7,52.867,Boreal,16,-9999,-9999,-9999,-9999
2398,-56.383,52.733,Boreal,16,-9999,-9999,-9999,-9999
2399,-56.667,52.6,Boreal,16,-9999,-9999,-9999,-9999
2400,-56.183,52.6,Boreal,16,-9999,-9999,-9999,-9999
2401,-56.667,52.417,Boreal,21,-9999,-9999,-9999,-9999
2402,-57.033,52.4,Boreal,16,-9999,-9999,-9999,-9999
2403,-57.367,52.5,Boreal,21,-9999,-9999,-9999,-9999
2404,-57.817,52.583,Boreal,19,-9999,-9999,-9999,-9999
2405,-57.717,52.367,Boreal,21,-9999,-9999,-9999,-9999
2406,-57.55,52.2,Boreal,21,-9999,-9999,-9999,-9999
2407,-57.433,52.2,Boreal,16,-9999,-9999,-9999,-9999
2408,-138.383,68.383,Boreal,32,-9999,-9999,-9999,-9999
2409,-131.76,52.93,Coastal,14,-9999,-9999,-9999,-9999
2410,-133.467,68.267,Boreal,28,-9999,-9999,-9999,-9999
2411,-132.017,67.65,Boreal,19,-9999,-9999,-9999,-9999
2412,-133.45,69.05,Forest-Tundra,28,-9999,-9999,-9999,-9999
2413,-135.933,65.95,Boreal,23,-9999,-9999,-9999,-9999
2414,-105.683,57.8,Boreal,27,-9999,-9999,-9999,-9999
2415,-105.75,59.5,Boreal,18,-9999,-9999,-9999,-9999
2416,-105.383,60.2,Boreal,22,-9999,-9999,-9999,-9999
2417,-104.883,61.1,Boreal,22,-9999,-9999,-9999,-9999
2418,-96.17,64.33,Arctic,39,-9999,-9999,-9999,-9999
2419,-97,64,Forest-Tundra,32,-9999,-9999,-9999,-9999
2420,-98,63.83,Forest-Tundra,35,-9999,-9999,-9999,-9999
2421,-99,63.75,Forest-Tundra,36,-9999,-9999,-9999,-9999
2422,-93.75,62.75,Forest-Tundra,32,-9999,-9999,-9999,-9999
2423,-100,63,Forest-Tundra,28,-9999,-9999,-9999,-9999
2424,-94.92,61.83,Forest-Tundra,32,-9999,-9999,-9999,-9999
2425,-97,62.33,Forest-Tundra,34,-9999,-9999,-9999,-9999
2426,-96.6,61.83,Forest-Tundra,23,-9999,-9999,-9999,-9999
2427,-96,61.2,Forest-Tundra,27,-9999,-9999,-9999,-9999
2428,-95.33,59.83,Forest-Tundra,36,-9999,-9999,-9999,-9999
2429,-96,59.92,Forest-Tundra,31,-9999,-9999,-9999,-9999
2430,-95.92,59.75,Forest-Tundra,27,-9999,-9999,-9999,-9999
2431,-97,61,Forest-Tundra,23,-9999,-9999,-9999,-9999
2432,-97.83,60.05,Boreal,34,-9999,-9999,-9999,-9999
2433,-100.67,60.83,Forest-Tundra,23,-9999,-9999,-9999,-9999
2434,-98.83,60.33,Boreal,30,-9999,-9999,-9999,-9999
2435,-94,58.67,Forest-Tundra,32,-9999,-9999,-9999,-9999
2436,-94,58.67,Forest-Tundra,28,-9999,-9999,-9999,-9999
2437,-97.17,59.33,Boreal,36,-9999,-9999,-9999,-9999
2438,-98,59.17,Boreal,27,-9999,-9999,-9999,-9999
2439,-96.42,59.25,Boreal,27,-9999,-9999,-9999,-9999
2440,-98.92,59.17,Boreal,23,-9999,-9999,-9999,-9999
2441,-96.17,58.33,Boreal,32,-9999,-9999,-9999,-9999
2442,-97.17,58.25,Boreal,23,-9999,-9999,-9999,-9999
2443,-98.17,58.17,Boreal,31,-9999,-9999,-9999,-9999
2444,-99.17,58.42,Boreal,27,-9999,-9999,-9999,-9999
2445,-99.83,59.08,Boreal,23,-9999,-9999,-9999,-9999
2446,-101.17,59.58,Boreal,27,-9999,-9999,-9999,-9999
2447,-101.43,59.11,Boreal,31,-9999,-9999,-9999,-9999
2448,-100,58.75,Boreal,31,-9999,-9999,-9999,-9999
2449,-100.3,58.87,Boreal,27,-9999,-9999,-9999,-9999
2450,-132.27,68.93,Forest-Tundra,32.5,-9999,-9999,-9999,-9999
2451,-131.77,69.03,Forest-Tundra,32,-9999,-9999,-9999,-9999
2452,-133.23,69.13,Forest-Tundra,28,-9999,-9999,-9999,-9999
2453,-132.92,69.28,Forest-Tundra,28,-9999,-9999,-9999,-9999
2454,-132.62,69.38,Forest-Tundra,32,-9999,-9999,-9999,-9999
2455,-132.85,69.43,Forest-Tundra,32,-9999,-9999,-9999,-9999
2456,-133.55,69.35,Forest-Tundra,32,-9999,-9999,-9999,-9999
2457,-132.52,68.18,Boreal,28,-9999,-9999,-9999,-9999
2458,-133.72,68.22,Boreal,24,-9999,-9999,-9999,-9999
2459,-134.73,69.27,Forest-Tundra,35,-9999,-9999,-9999,-9999
2460,-134.57,69.33,Forest-Tundra,28,-9999,-9999,-9999,-9999
2461,-134.45,69.38,Forest-Tundra,35,-9999,-9999,-9999,-9999
2462,-134.42,69.57,Forest-Tundra,35,-9999,-9999,-9999,-9999
2463,-134.05,69.53,Forest-Tundra,32,-9999,-9999,-9999,-9999
2464,-132.38,68.42,Boreal,28,-9999,-9999,-9999,-9999
2465,-133.25,69.17,Forest-Tundra,32,-9999,-9999,-9999,-9999
2466,-133.75,69.28,Forest-Tundra,32,-9999,-9999,-9999,-9999
2467,-131.57,69.6,Forest-Tundra,32,-9999,-9999,-9999,-9999
2468,-132.47,68.32,Boreal,32,-9999,-9999,-9999,-9999
2469,-138.28,68.32,Boreal,28,-9999,-9999,-9999,-9999
2470,-129,69.07,Forest-Tundra,32,-9999,-9999,-9999,-9999
2471,-130.15,69.15,Forest-Tundra,32,-9999,-9999,-9999,-9999
2472,-131.63,68.2,Boreal,32,-9999,-9999,-9999,-9999
2473,-128.75,69.42,Forest-Tundra,24,-9999,-9999,-9999,-9999
2474,-129.38,69.68,Forest-Tundra,32,-9999,-9999,-9999,-9999
2475,-130.92,69.68,Forest-Tundra,39,-9999,-9999,-9999,-9999
2476,-131.58,69.37,Forest-Tundra,32,-9999,-9999,-9999,-9999
2477,-131.23,68.43,Boreal,24,-9999,-9999,-9999,-9999
2478,-131.18,68.58,Forest-Tundra,24,-9999,-9999,-9999,-9999
2479,-130.28,68.98,Forest-Tundra,35,-9999,-9999,-9999,-9999
2480,-128.93,68.8,Forest-Tundra,23,-9999,-9999,-9999,-9999
2481,-130.42,69.95,Forest-Tundra,28,-9999,-9999,-9999,-9999
2482,-135.7,66.03,Boreal,28,-9999,-9999,-9999,-9999
2483,-135.65,66.05,Boreal,32,-9999,-9999,-9999,-9999
2484,-63.033,58.2,Forest-Tundra,23,-9999,-9999,-9999,-9999
2485,-63.883,56.633,Boreal,32,-9999,-9999,-9999,-9999
2486,-129.017,60.033,Boreal,13,-9999,-9999,-9999,-9999
2487,-96.17,64.33,Arctic,23,-9999,-9999,-9999,-9999
2488,-102,66.5,Arctic,32,-9999,-9999,-9999,-9999
2489,-98.17,61.5,Forest-Tundra,27,-9999,-9999,-9999,-9999
2490,-65.1,58.43,Forest-Tundra,28,-9999,-9999,-9999,-9999
2491,-65.17,58.47,Forest-Tundra,32,-9999,-9999,-9999,-9999
2492,-133.583,69.283,Forest-Tundra,28,-9999,-9999,-9999,-9999
2493,-132.167,69.117,Forest-Tundra,28,-9999,-9999,-9999,-9999
2494,-95,63.5,Forest-Tundra,27,-9999,-9999,-9999,-9999
2495,-97.167,62.5,Forest-Tundra,27,-9999,-9999,-9999,-9999
2496,-96,60.5,Forest-Tundra,27,-9999,-9999,-9999,-9999
2497,-100.083,61.5,Forest-Tundra,27,-9999,-9999,-9999,-9999
2498,-99.333,61.5,Forest-Tundra,28,-9999,-9999,-9999,-9999
2499,-101.54,59.41,Boreal,31,-9999,-9999,-9999,-9999
2500,-66.9,54.767,Boreal,14,-9999,-9999,-9999,-9999
2501,-66.733,54.8,Boreal,18,-9999,-9999,-9999,-9999
2502,-68.817,55.117,Boreal,27,-9999,-9999,-9999,-9999
2503,-65.717,55.383,Boreal,32,-9999,-9999,-9999,-9999
2504,-64.733,56.383,Forest-Tundra,27,-9999,-9999,-9999,-9999
2505,-65.483,57.483,Forest-Tundra,28,-9999,-9999,-9999,-9999
2506,-68.467,58.15,Boreal,32,-9999,-9999,-9999,-9999
2507,-64.467,56.3,Forest-Tundra,23,-9999,-9999,-9999,-9999
2508,-63.567,58.367,Forest-Tundra,24,-9999,-9999,-9999,-9999
2509,-64.967,58.817,Forest-Tundra,32,-9999,-9999,-9999,-9999
2510,-70.05,58.967,Boreal,32,-9999,-9999,-9999,-9999
2511,-75.5,62.167,Arctic,32,-9999,-9999,-9999,-9999
2512,-64.567,53.967,Boreal,19,-9999,-9999,-9999,-9999
2513,-63.5,53.717,Boreal,19,-9999,-9999,-9999,-9999
2514,-65.467,66.517,Arctic,14,-9999,-9999,-9999,-9999
2515,-65.05,66.683,Arctic,14,-9999,-9999,-9999,-9999
2516,-65.717,66.133,Arctic,19,-9999,-9999,-9999,-9999
2517,-68.483,63.733,Arctic,14,-9999,-9999,-9999,-9999
2518,-68.483,63.733,Arctic,27,-9999,-9999,-9999,-9999
2519,-68.3,58.233,Boreal,27,-9999,-9999,-9999,-9999
2520,-68.3,58.233,Boreal,23,-9999,-9999,-9999,-9999
2521,-68.3,58.233,Boreal,23.5,-9999,-9999,-9999,-9999
2522,-72.067,58.233,Boreal,24,-9999,-9999,-9999,-9999
2523,-71.083,58.217,Boreal,24,-9999,-9999,-9999,-9999
2524,-71.95,58.217,Boreal,24,-9999,-9999,-9999,-9999
2525,-71.933,58.233,Boreal,19,-9999,-9999,-9999,-9999
2526,-72.017,58.283,Boreal,24,-9999,-9999,-9999,-9999
2527,-72.05,58.267,Boreal,24,-9999,-9999,-9999,-9999
2528,-71.933,58.05,Forest-Tundra,32,-9999,-9999,-9999,-9999
2529,-71.65,57.667,Forest-Tundra,24,-9999,-9999,-9999,-9999
2530,-71.8,57.317,Boreal,19,-9999,-9999,-9999,-9999
2531,-71.9,58.467,Boreal,19,-9999,-9999,-9999,-9999
2532,-71.933,58.7,Boreal,28,-9999,-9999,-9999,-9999
2533,-71.717,58.867,Boreal,28,-9999,-9999,-9999,-9999
2534,-71.717,58.867,Boreal,28,-9999,-9999,-9999,-9999
2535,-70.75,58.483,Boreal,28,-9999,-9999,-9999,-9999
2536,-70.2,58.75,Boreal,32,-9999,-9999,-9999,-9999
2537,-69.917,59.183,Boreal,32,-9999,-9999,-9999,-9999
2538,-69.883,59.783,Forest-Tundra,28,-9999,-9999,-9999,-9999
2539,-70.767,60.617,Forest-Tundra,28,-9999,-9999,-9999,-9999
2540,-58.55,53.233,Boreal,21,-9999,-9999,-9999,-9999
2541,-64.7,56.667,Forest-Tundra,24,-9999,-9999,-9999,-9999
2542,-100.883,61.133,Forest-Tundra,32,-9999,-9999,-9999,-9999
2543,-97.75,63.283,Forest-Tundra,28,-9999,-9999,-9999,-9999
2544,-96,64.3,Arctic,36,-9999,-9999,-9999,-9999
2545,-91.367,66.9,Arctic,32,-9999,-9999,-9999,-9999
2546,-83.25,68.533,Arctic,14,-9999,-9999,-9999,-9999
2547,-68.333,70.5,Arctic,14,-9999,-9999,-9999,-9999
2548,-63.883,59.55,Arctic,32,-9999,-9999,-9999,-9999
2549,-64.183,59.467,Arctic,28,-9999,-9999,-9999,-9999
2550,-63.067,58.2,Forest-Tundra,28,-9999,-9999,-9999,-9999
2551,-63.75,58.633,Arctic,28,-9999,-9999,-9999,-9999
2552,-64.033,58.367,Forest-Tundra,28,-9999,-9999,-9999,-9999
2553,-64.117,59.183,Arctic,28,-9999,-9999,-9999,-9999
2554,-63.95,58.267,Forest-Tundra,28,-9999,-9999,-9999,-9999
2555,-62.567,57.917,Forest-Tundra,28,-9999,-9999,-9999,-9999
2556,-68.417,58.083,Boreal,28,-9999,-9999,-9999,-9999
2557,-63.55,58.367,Forest-Tundra,28,-9999,-9999,-9999,-9999
2558,-65.25,57.5,Forest-Tundra,23,-9999,-9999,-9999,-9999
2559,-65.767,58.183,Forest-Tundra,19,-9999,-9999,-9999,-9999
2560,-65.383,58.683,Forest-Tundra,28,-9999,-9999,-9999,-9999
2561,-132.12,54.85,Coastal,20,-9999,-9999,-9999,-9999
2562,-130.3,54.35,Coastal,25,-9999,-9999,-9999,-9999
2563,-129.58,54.47,Coastal,28,-9999,-9999,-9999,-9999
2564,-128.58,54.72,Mountain,8,-9999,-9999,-9999,-9999
2565,-130.17,54.17,Coastal,24,-9999,-9999,-9999,-9999
2566,-127.37,54.37,Mountain,14,-9999,-9999,-9999,-9999
2567,-124.5,55.97,Boreal,21,-9999,-9999,-9999,-9999
2568,-121.17,56.25,Boreal,34,-9999,-9999,-9999,-9999
2569,-132.12,54,Coastal,23,-9999,-9999,-9999,-9999
2570,-130.08,54.23,Coastal,17,-9999,-9999,-9999,-9999
2571,-130.0333,54.25,Coastal,20,-9999,-9999,-9999,-9999
2572,-53.18,48.45,Boreal,26,-9999,-9999,-9999,-9999
2573,-53.73,48.63,Boreal,21,-9999,-9999,-9999,-9999
2574,-53.07,47.33,Boreal,26,-9999,-9999,-9999,-9999
2575,-53.42,47.18,Boreal,22,-9999,-9999,-9999,-9999
2576,-52.87,47.6,Boreal,22,-9999,-9999,-9999,-9999
2577,-60.43,53.32,Forest-Tundra,21,-9999,-9999,-9999,-9999
2578,-53.52,47.4,Boreal,26,-9999,-9999,-9999,-9999
2579,-52.63,47.52,Boreal,26,-9999,-9999,-9999,-9999
2580,-53.5,47.75,Boreal,26,-9999,-9999,-9999,-9999
2581,-53.62,46.87,Boreal,26,-9999,-9999,-9999,-9999
2582,-53.23,47.32,Boreal,26,-9999,-9999,-9999,-9999
2583,-127.75,65.52,Boreal,19,-9999,-9999,-9999,-9999
2584,-128.57,65.68,Boreal,19,-9999,-9999,-9999,-9999
2585,-127.05,65.22,Boreal,23,-9999,-9999,-9999,-9999
2586,-127.18,65.2,Boreal,23,-9999,-9999,-9999,-9999
2587,-121.23,61.08,Boreal,27,-9999,-9999,-9999,-9999
2588,-114.45,62.47,Boreal,22,-9999,-9999,-9999,-9999
2589,-96.25,63.67,Forest-Tundra,36,-9999,-9999,-9999,-9999
2590,-121.37,61.63,Boreal,23,-9999,-9999,-9999,-9999
2591,-133.53,68.53,Boreal,32,-9999,-9999,-9999,-9999
2592,-101.06,66.08,Arctic,36,-9999,-9999,-9999,-9999
2593,-100.95,61.25,Forest-Tundra,22,-9999,-9999,-9999,-9999
2594,-118.03,66.08,-99,27,-9999,-9999,-9999,-9999
2595,-127.12,65.13,Boreal,14,-9999,-9999,-9999,-9999
2596,-126.33,65.58,Boreal,14,-9999,-9999,-9999,-9999
2597,-122.67,61.8,Boreal,23,-9999,-9999,-9999,-9999
2598,-97.35,67.37,Arctic,28,-9999,-9999,-9999,-9999
2599,-64.05,67.55,Arctic,14,-9999,-9999,-9999,-9999
2600,-90.5,79.42,Arctic,14,-9999,-9999,-9999,-9999
2601,-83.37,64.2,Arctic,22,-9999,-9999,-9999,-9999
2602,-133.53,68.32,Boreal,9,-9999,-9999,-9999,-9999
2603,-96.25,63.67,Forest-Tundra,36,-9999,-9999,-9999,-9999
2604,-64.73,55.93,Boreal,24,-9999,-9999,-9999,-9999
2605,-64.73,56.02,Boreal,23.5,-9999,-9999,-9999,-9999
2606,-64.72,56.08,Boreal,19,-9999,-9999,-9999,-9999
2607,-64.78,56.55,Forest-Tundra,19,-9999,-9999,-9999,-9999
2608,-64.87,56.78,Forest-Tundra,24,-9999,-9999,-9999,-9999
2609,-68.4,58.1,Boreal,32,-9999,-9999,-9999,-9999
2610,-64.8,56.78,Forest-Tundra,19,-9999,-9999,-9999,-9999
2611,-137.57,58.6,Coastal,24,-9999,-9999,-9999,-9999
2612,-137.17,58.43,Coastal,20,-9999,-9999,-9999,-9999
2613,-135.08,58.07,Coastal,20,-9999,-9999,-9999,-9999
2614,-138,58.95,Coastal,25,-9999,-9999,-9999,-9999
2615,-136.15,58.2,Coastal,20,-9999,-9999,-9999,-9999
2616,-136.45,58.07,Coastal,25,-9999,-9999,-9999,-9999
2617,-133.9,56.6,Coastal,25,-9999,-9999,-9999,-9999
2618,-135.58,57.15,Coastal,25,-9999,-9999,-9999,-9999
2619,-133.7667,56.9,Coastal,20,-9999,-9999,-9999,-9999
2620,-137.75,58.72,Coastal,25,-9999,-9999,-9999,-9999
2621,-137.75,58.72,Coastal,25,-9999,-9999,-9999,-9999
2622,-134.533,58.366,Coastal,25,-9999,-9999,-9999,-9999
2623,-135.7,57.43,Coastal,20,-9999,-9999,-9999,-9999
2624,-134.25,57.65,Coastal,20,-9999,-9999,-9999,-9999
2625,-133.38,57.43,Coastal,20,-9999,-9999,-9999,-9999
2626,-133.15,56.3,Coastal,20,-9999,-9999,-9999,-9999
2627,-133.22,55.95,Coastal,25,-9999,-9999,-9999,-9999
2628,-132.72,55.5,Coastal,20,-9999,-9999,-9999,-9999
2629,-131.1,55.38,Coastal,20,-9999,-9999,-9999,-9999
2630,-130,58.42,Boreal,28,-9999,-9999,-9999,-9999
2631,-107.9,65.6,Forest-Tundra,32,-9999,-9999,-9999,-9999
2632,-112.7,66.07,Forest-Tundra,32,-9999,-9999,-9999,-9999
2633,-108.5,65.92,Forest-Tundra,27,-9999,-9999,-9999,-9999
2634,-109.17,62.72,-99,23,-9999,-9999,-9999,-9999
2635,-123.65,60.35,Boreal,34,-9999,-9999,-9999,-9999
2636,-127.18,70.08,Forest-Tundra,32,-9999,-9999,-9999,-9999
2637,-122.78,63.14,Boreal,27,-9999,-9999,-9999,-9999
2638,-124.12,63.41,Boreal,22,-9999,-9999,-9999,-9999
2639,-127.12,63.41,Boreal,25,-9999,-9999,-9999,-9999
2640,-124.29,63.51,Boreal,32,-9999,-9999,-9999,-9999
2641,-110.79,63.06,Boreal,18,-9999,-9999,-9999,-9999
2642,-135.07,60.72,Boreal,9,-9999,-9999,-9999,-9999
2643,-128.82,60.12,Boreal,19,-9999,-9999,-9999,-9999
2644,-62.567,57.917,Forest-Tundra,28,-9999,-9999,-9999,-9999
2645,-65.167,58.467,Forest-Tundra,24,-9999,-9999,-9999,-9999
2646,-95,69.9,Arctic,27,-9999,-9999,-9999,-9999
2647,-95.0167,69.9333,Arctic,36,-9999,-9999,-9999,-9999
2648,-95.0167,69.8667,Arctic,32,-9999,-9999,-9999,-9999
2649,-94.9833,69.8667,Arctic,36,-9999,-9999,-9999,-9999
2650,-98.5833,75.05,Arctic,32,-9999,-9999,-9999,-9999
2651,-84.05,79.9725,Arctic,18,-9999,-9999,-9999,-9999
2652,-122.7,71.75,Arctic,28,-9999,-9999,-9999,-9999
2653,-120.6333,73.5333,Arctic,28,-9999,-9999,-9999,-9999
2654,-51.1333,69.2,Arctic,13,-9999,-9999,-9999,-9999
2655,-75.15,59.1417,Forest-Tundra,23,-9999,-9999,-9999,-9999
2656,-66.7667,54.7167,Boreal,19,-9999,-9999,-9999,-9999
2657,-66.7667,54.7167,Boreal,19,-9999,-9999,-9999,-9999
2658,-66.7667,54.7167,Boreal,21,-9999,-9999,-9999,-9999
2659,-76.1467,57.7347,Forest-Tundra,24,-9999,-9999,-9999,-9999
2660,-133.3333,68.3667,Boreal,28,-9999,-9999,-9999,-9999
2661,-135.7,66.0333,Boreal,28,-9999,-9999,-9999,-9999
2662,-132.1667,69.25,Forest-Tundra,28,-9999,-9999,-9999,-9999
2663,-133.45,68.2667,Boreal,23,-9999,-9999,-9999,-9999
2664,-138.2833,68.3167,Boreal,28,-9999,-9999,-9999,-9999
2665,-133.1833,69.1167,Forest-Tundra,28,-9999,-9999,-9999,-9999
2666,-130.7667,67.2,Boreal,28,-9999,-9999,-9999,-9999
2667,-131.0667,68.25,Boreal,28,-9999,-9999,-9999,-9999
2668,-134.5833,69.4833,Forest-Tundra,28,-9999,-9999,-9999,-9999
2669,-130.75,67.25,Boreal,28,-9999,-9999,-9999,-9999
2670,-134.1833,68.8,Forest-Tundra,28,-9999,-9999,-9999,-9999
2671,-133.4833,68.2667,Boreal,28,-9999,-9999,-9999,-9999
2672,-117.4167,58.75,Boreal,32,-9999,-9999,-9999,-9999
2673,-120.1,62.9,Boreal,27,-9999,-9999,-9999,-9999
2674,-115.9667,64.8333,Boreal,25,-9999,-9999,-9999,-9999
2675,-129.4167,69.6167,Forest-Tundra,32,-9999,-9999,-9999,-9999
2676,-129.9667,69.6,Forest-Tundra,28,-9999,-9999,-9999,-9999
2677,-131,69.6333,Forest-Tundra,36,-9999,-9999,-9999,-9999
2678,-131.5,69.65,Forest-Tundra,32,-9999,-9999,-9999,-9999
2679,-130.4667,69.9667,Forest-Tundra,28,-9999,-9999,-9999,-9999
2680,-131.7,69.35,Forest-Tundra,32,-9999,-9999,-9999,-9999
2681,-133.1833,69.1167,Forest-Tundra,28,-9999,-9999,-9999,-9999
2682,-132.8833,69.25,Forest-Tundra,24,-9999,-9999,-9999,-9999
2683,-132.6167,69.3,Forest-Tundra,32,-9999,-9999,-9999,-9999
2684,-132.7833,69.3667,Forest-Tundra,32,-9999,-9999,-9999,-9999
2685,-133.1667,69.3333,Forest-Tundra,24,-9999,-9999,-9999,-9999
2686,-133.5,69.3167,Forest-Tundra,32,-9999,-9999,-9999,-9999
2687,-133.75,69.2833,Forest-Tundra,32,-9999,-9999,-9999,-9999
2688,-134.6833,69.25,Forest-Tundra,28,-9999,-9999,-9999,-9999
2689,-134.5,69.3333,Forest-Tundra,28,-9999,-9999,-9999,-9999
2690,-134.1667,69.35,Forest-Tundra,32,-9999,-9999,-9999,-9999
2691,-134.3667,69.4167,Forest-Tundra,28,-9999,-9999,-9999,-9999
2692,-134.3333,69.45,Forest-Tundra,28,-9999,-9999,-9999,-9999
2693,-134.3833,69.5667,Forest-Tundra,32,-9999,-9999,-9999,-9999
2694,-134,69.5333,Forest-Tundra,28,-9999,-9999,-9999,-9999
2695,-133.8667,69.45,Forest-Tundra,28,-9999,-9999,-9999,-9999
2696,-133.6167,68.9333,Forest-Tundra,28,-9999,-9999,-9999,-9999
2697,-133.4833,69.0333,Forest-Tundra,28,-9999,-9999,-9999,-9999
2698,-133.35,69.05,Forest-Tundra,23,-9999,-9999,-9999,-9999
2699,-133.8833,69.2167,Forest-Tundra,32,-9999,-9999,-9999,-9999
2700,-134.1833,69.1333,Forest-Tundra,28,-9999,-9999,-9999,-9999
2701,-134.2,68.8833,Forest-Tundra,27,-9999,-9999,-9999,-9999
2702,-128.75,69.4167,Forest-Tundra,28,-9999,-9999,-9999,-9999
2703,-133.5333,68.5,Boreal,24,-9999,-9999,-9999,-9999
2704,-132.75,68.1,Boreal,28,-9999,-9999,-9999,-9999
2705,-132.2,68.1333,Boreal,28,-9999,-9999,-9999,-9999
2706,-129.0333,68.7833,Forest-Tundra,28,-9999,-9999,-9999,-9999
2707,-132.5833,68.3167,Boreal,28,-9999,-9999,-9999,-9999
2708,-132.5,68.4,Boreal,28,-9999,-9999,-9999,-9999
2709,-131.2833,68.4667,Boreal,24,-9999,-9999,-9999,-9999
2710,-131,68.5667,Forest-Tundra,28,-9999,-9999,-9999,-9999
2711,-131.1833,68.6167,Forest-Tundra,28,-9999,-9999,-9999,-9999
2712,-126.45,69.2333,Forest-Tundra,32,-9999,-9999,-9999,-9999
2713,-126.2833,69.2333,Forest-Tundra,32,-9999,-9999,-9999,-9999
2714,-126.4333,69.1167,Forest-Tundra,32,-9999,-9999,-9999,-9999
2715,-126.5833,69.1167,Forest-Tundra,32,-9999,-9999,-9999,-9999
2716,-126.7667,69.1333,Forest-Tundra,32,-9999,-9999,-9999,-9999
2717,-127.7667,69.5667,Forest-Tundra,32,-9999,-9999,-9999,-9999
2718,-123.7,69.2,Forest-Tundra,28,-9999,-9999,-9999,-9999
2719,-123.6833,69.1833,Forest-Tundra,28,-9999,-9999,-9999,-9999
2720,-123.7833,69.15,Forest-Tundra,28,-9999,-9999,-9999,-9999
2721,-123.9333,69.2,Forest-Tundra,28,-9999,-9999,-9999,-9999
2722,-124.2333,69.1833,Forest-Tundra,32,-9999,-9999,-9999,-9999
2723,-124.4,69.1667,Forest-Tundra,32,-9999,-9999,-9999,-9999
2724,-124.55,69.15,Forest-Tundra,32,-9999,-9999,-9999,-9999
2725,-124.9333,69.15,Forest-Tundra,32,-9999,-9999,-9999,-9999
2726,-125.2167,69.1167,Forest-Tundra,32,-9999,-9999,-9999,-9999
2727,-125.1,69.2167,Forest-Tundra,32,-9999,-9999,-9999,-9999
2728,-135.65,66.05,Boreal,23,-9999,-9999,-9999,-9999
2729,-102.27,57.23,Boreal,14,-9999,-9999,-9999,-9999
2730,-65.5938,66.5146,Arctic,26,-9999,-9999,-9999,-9999
2731,-72.0118,66.4953,Arctic,23,-9999,-9999,-9999,-9999
2732,-69.1608,66.1827,Arctic,36,-9999,-9999,-9999,-9999
2733,-68.296,65.0038,Arctic,36,-9999,-9999,-9999,-9999
2734,-77.5928,64.859,Arctic,36,-9999,-9999,-9999,-9999
2735,-77.8165,63.3808,Arctic,36.5,-9999,-9999,-9999,-9999
2736,-68.2358,62.5133,Arctic,41,-9999,-9999,-9999,-9999
2737,-65.1157,61.6758,Arctic,36,-9999,-9999,-9999,-9999
2738,-61.542,56.368,Forest-Tundra,19,-9999,-9999,-9999,-9999
2739,-61.99,56.523,Forest-Tundra,19,-9999,-9999,-9999,-9999
2740,-64.195,59.882,Arctic,36,-9999,-9999,-9999,-9999
2741,-61.414,56.842,Forest-Tundra,23,-9999,-9999,-9999,-9999
2742,-61.806,56.647,Forest-Tundra,24,-9999,-9999,-9999,-9999
2743,-85.67,72.911,Arctic,36,-9999,-9999,-9999,-9999
2744,-62.932,58.63,Arctic,28,-9999,-9999,-9999,-9999
2745,-62.228,56.477,Forest-Tundra,19,-9999,-9999,-9999,-9999
2746,-67.295,66.099,Arctic,36,-9999,-9999,-9999,-9999
2747,-75.725,64.476,Arctic,36,-9999,-9999,-9999,-9999
2748,-129.9833,55.9167,Boreal,20,-9999,-9999,-9999,-9999
2749,-132.0667,52.9333,Coastal,20,-9999,-9999,-9999,-9999
2750,-132.0667,52.9333,Coastal,20,-9999,-9999,-9999,-9999
2751,-129.9833,55.9167,Boreal,27,-9999,-9999,-9999,-9999
2752,-129.9833,55.9167,Boreal,28,-9999,-9999,-9999,-9999
2753,-129.9833,55.9167,Boreal,30,-9999,-9999,-9999,-9999
2754,-129.9833,55.9167,Boreal,19,-9999,-9999,-9999,-9999
